id,conference,title,visual mark,visual channel,symbol layout,text position,multi-channel,url
2497_9,InfoVis,Combing the Communication Hairball: Visualizing Parallel Execution Traces using Logical Time,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346456
2497_10,InfoVis,Combing the Communication Hairball: Visualizing Parallel Execution Traces using Logical Time,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346456
2497_11,InfoVis,Combing the Communication Hairball: Visualizing Parallel Execution Traces using Logical Time,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346456
2497_14,InfoVis,Combing the Communication Hairball: Visualizing Parallel Execution Traces using Logical Time,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346456
2497_15,InfoVis,Combing the Communication Hairball: Visualizing Parallel Execution Traces using Logical Time,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346456
2498_10,InfoVis,Learning Perceptual Kernels for Visualization Design,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346978
2498_17,InfoVis,Learning Perceptual Kernels for Visualization Design,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346978
2500_3,InfoVis,"The relation between visualization size, grouping, and user performance",semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346983
2500_4,InfoVis,"The relation between visualization size, grouping, and user performance",semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346983
2500_6,InfoVis,"The relation between visualization size, grouping, and user performance",semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346983
2539_2,VAST,INFUSE: Interactive Feature Selection for Predictive Modeling of High Dimensional Data,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346482
2539_6,VAST,INFUSE: Interactive Feature Selection for Predictive Modeling of High Dimensional Data,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346482
2540_2,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-discrete,uniform,as symbol,none,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_3,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_4,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-discrete,uniform,as symbol,none,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_5,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_5,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_7,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_7,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_8,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_8,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_8,VAST,Transforming Scagnostics to Reveal Hidden Features,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_9,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_9,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_10,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_10,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_11,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_11,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_12,VAST,Transforming Scagnostics to Reveal Hidden Features,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_13,VAST,Transforming Scagnostics to Reveal Hidden Features,semantic,shape,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346572
2540_15,VAST,Transforming Scagnostics to Reveal Hidden Features,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346572
2541_0,VAST,Supporting Communication and Coordination in Collaborative Sensemaking,non-semantic,color-discrete,uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2014.2346573
2546_0,VAST,Visual Abstraction and Exploration of Multi-class Scatterplots,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346594
2546_1,VAST,Visual Abstraction and Exploration of Multi-class Scatterplots,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346594
2546_2,VAST,Visual Abstraction and Exploration of Multi-class Scatterplots,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346594
2546_7,VAST,Visual Abstraction and Exploration of Multi-class Scatterplots,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346594
2546_8,VAST,Visual Abstraction and Exploration of Multi-class Scatterplots,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346594
2546_9,VAST,Visual Abstraction and Exploration of Multi-class Scatterplots,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346594
2546_12,VAST,Visual Abstraction and Exploration of Multi-class Scatterplots,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346594
2548_0,VAST,Visual Methods for Analyzing Probabilistic Classification Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346660
2548_3,VAST,Visual Methods for Analyzing Probabilistic Classification Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346660
2548_4,VAST,Visual Methods for Analyzing Probabilistic Classification Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346660
2548_5,VAST,Visual Methods for Analyzing Probabilistic Classification Data,non-semantic,color-discrete,non-uniform,as symbol,none,http://dx.doi.org/10.1109/TVCG.2014.2346660
2548_7,VAST,Visual Methods for Analyzing Probabilistic Classification Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346660
2549_3,VAST,A Five-Level Design Framework for Bicluster Visualizations,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346746
2551_0,VAST,DecisionFlow: Visual Analytics for High-Dimensional Temporal Event Sequence Data,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346682
2553_1,VAST,Visual Analytics for Complex Engineering Systems: Hybrid Visual Steering of Simulation Ensembles,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346744
2554_0,VAST,Visual Exploration of Sparse Traffic Trajectory Data,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346746
2554_7,VAST,Visual Exploration of Sparse Traffic Trajectory Data,semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/TVCG.2014.2346755
2554_8,VAST,Visual Exploration of Sparse Traffic Trajectory Data,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346893
2554_9,VAST,Visual Exploration of Sparse Traffic Trajectory Data,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346746
2554_11,VAST,Visual Exploration of Sparse Traffic Trajectory Data,semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/TVCG.2014.2346746
2555_3,VAST,DIA2: Web-based Cyberinfrastructure for Visual Analysis of Funding Portfolios,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346747
2556_3,VAST,Visual Analytics for Comparison of Ocean Model Output with Reference Data: Detecting and Analyzing Geophysical Processes Using Clustering Ensembles,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346751
2561_0,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-ordinal,connected,as tick,separate,http://dx.doi.org/10.1109/TVCG.2014.2346893
2561_0,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2014.2346893
2561_2,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346893
2561_3,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346913
2561_4,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346893
2561_6,VAST,Visualizing Mobility of Public Transportation System,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346893
2561_6,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346893
2561_9,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346920
2561_10,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346893
2561_11,VAST,Visualizing Mobility of Public Transportation System,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346893
2561_11,VAST,Visualizing Mobility of Public Transportation System,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346893
2562_0,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-continuous,continuous,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_0,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_2,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_3,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_4,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-continuous,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_4,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_5,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_6,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_8,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-continuous,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_8,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_9,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-continuous,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_9,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_10,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-continuous,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_10,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2014.2346898
2562_11,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346898
2563_2,VAST,VASA: Interactive Computational Steering of Large Asynchronous Simulation Pipelines for Societal Infrastructure,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346911
2563_4,VAST,VASA: Interactive Computational Steering of Large Asynchronous Simulation Pipelines for Societal Infrastructure,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346911
2563_5,VAST,VASA: Interactive Computational Steering of Large Asynchronous Simulation Pipelines for Societal Infrastructure,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346911
2564_0,VAST,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346912
2564_7,VAST,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346912
2564_8,VAST,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,non-semantic,color-ordinal,uniform,accompanying,matrix,http://dx.doi.org/10.1109/TVCG.2014.2346912
2564_8,VAST,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,non-semantic,color-discrete,uniform,accompanying,matrix,http://dx.doi.org/10.1109/TVCG.2014.2346912
2564_9,VAST,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346912
2565_0,VAST,VAET: A Visual Analytics Approach for E-Transactions Time-Series,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346913
2565_6,VAST,VAET: A Visual Analytics Approach for E-Transactions Time-Series,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346913
2565_7,VAST,VAET: A Visual Analytics Approach for E-Transactions Time-Series,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346926
2565_11,VAST,VAET: A Visual Analytics Approach for E-Transactions Time-Series,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2014.2346913
2565_12,VAST,VAET: A Visual Analytics Approach for E-Transactions Time-Series,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346913
2566_0,VAST,EvoRiver: Visual Analysis of Topic Coopetition on Social Media,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346919
2566_4,VAST,EvoRiver: Visual Analysis of Topic Coopetition on Social Media,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346919
2566_5,VAST,EvoRiver: Visual Analysis of Topic Coopetition on Social Media,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346919
2566_5,VAST,EvoRiver: Visual Analysis of Topic Coopetition on Social Media,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2014.2346919
2566_6,VAST,EvoRiver: Visual Analysis of Topic Coopetition on Social Media,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346919
2567_0,VAST,OpinionFlow: Visual Analysis of Opinion Diffusion on Social Media,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042477
2567_1,VAST,OpinionFlow: Visual Analysis of Opinion Diffusion on Social Media,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346920
2568_3,VAST,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,non-semantic,color-ordinal,uniform,as tick,combine,http://dx.doi.org/10.1109/TVCG.2014.2346922
2568_3,VAST,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,non-semantic,color-discrete,uniform,as tick,combine,http://dx.doi.org/10.1109/TVCG.2014.2346922
2568_6,VAST,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346922
2569_1,VAST,Proactive Spatiotemporal Resource Allocation and Predictive Visual Analytics for Community Policing and Law Enforcement,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2014.2346926
2569_4,VAST,Proactive Spatiotemporal Resource Allocation and Predictive Visual Analytics for Community Policing and Law Enforcement,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042477
2569_6,VAST,Proactive Spatiotemporal Resource Allocation and Predictive Visual Analytics for Community Policing and Law Enforcement,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2014.2346926
2569_6,VAST,Proactive Spatiotemporal Resource Allocation and Predictive Visual Analytics for Community Policing and Law Enforcement,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2014.2346926
2572_0,VAST,Feature-Driven Visual Analytics of Soccer Data,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042477
2572_2,VAST,Feature-Driven Visual Analytics of Soccer Data,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042477
2572_3,VAST,Feature-Driven Visual Analytics of Soccer Data,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042484
2572_5,VAST,Feature-Driven Visual Analytics of Soccer Data,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042484
2572_10,VAST,Feature-Driven Visual Analytics of Soccer Data,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042477
2573_10,VAST,Baseball4D: A Tool for Baseball Game Reconstruction & Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042478
2573_13,VAST,Baseball4D: A Tool for Baseball Game Reconstruction & Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042478
2574_2,VAST,A System for Visual Analysis of Radio Signal Data,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042479
2577_2,VAST,An Insight- and Task-based Methodology for Evaluating Spatiotemporal Visual Analytics,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042482
2577_3,VAST,An Insight- and Task-based Methodology for Evaluating Spatiotemporal Visual Analytics,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042482
2577_4,VAST,An Insight- and Task-based Methodology for Evaluating Spatiotemporal Visual Analytics,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042482
2577_5,VAST,An Insight- and Task-based Methodology for Evaluating Spatiotemporal Visual Analytics,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042482
2577_6,VAST,An Insight- and Task-based Methodology for Evaluating Spatiotemporal Visual Analytics,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042482
2578_2,VAST,Weaving a Carpet from Log Entries: A Network Security Visualization Built with Co-Creation,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042483
2579_0,VAST,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",non-semantic,color-discrete,connected,accompanying,separate,http://dx.doi.org/10.1109/VAST.2014.7042484
2579_0,VAST,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",semantic,color-ordinal,connected,accompanying,separate,http://dx.doi.org/10.1109/VAST.2014.7042484
2579_2,VAST,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042484
2579_4,VAST,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042486
2579_5,VAST,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042486
2579_6,VAST,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042484
2580_9,VAST,Visual Analysis of Patterns in Multiple Amino Acid Mutation Graphs,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042485
2580_11,VAST,Visual Analysis of Patterns in Multiple Amino Acid Mutation Graphs,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042485
2580_14,VAST,Visual Analysis of Patterns in Multiple Amino Acid Mutation Graphs,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042485
2581_0,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,semantic,color-ordinal,connected,as tick,separate,http://dx.doi.org/10.1109/VAST.2014.7042486
2581_0,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,semantic,color-discrete,connected,accompanying,separate,http://dx.doi.org/10.1109/VAST.2014.7042486
2581_0,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,non-semantic,color-ordinal,connected,accompanying,separate,http://dx.doi.org/10.1109/VAST.2014.7042486
2581_1,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042486
2581_2,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042486
2581_6,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042486
2581_7,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,non-semantic,color-ordinal,connected,as tick,separate,http://dx.doi.org/10.1109/VAST.2014.7042487
2581_7,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,non-semantic,color-discrete,connected,as tick,separate,http://dx.doi.org/10.1109/VAST.2014.7042487
2581_9,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,non-semantic,color-ordinal,connected,as tick,separate,http://dx.doi.org/10.1109/VAST.2014.7042487
2581_9,VAST,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,non-semantic,color-discrete,connected,accompanying,separate,http://dx.doi.org/10.1109/VAST.2014.7042487
2582_0,VAST,Using Visualizations to Monitor Changes and Harvest Insights from a Global-Scale Logging Infrastructure at Twitter,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042487
2582_3,VAST,Using Visualizations to Monitor Changes and Harvest Insights from a Global-Scale Logging Infrastructure at Twitter,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042489
2582_6,VAST,Using Visualizations to Monitor Changes and Harvest Insights from a Global-Scale Logging Infrastructure at Twitter,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042489
2582_10,VAST,Using Visualizations to Monitor Changes and Harvest Insights from a Global-Scale Logging Infrastructure at Twitter,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042487
2583_0,VAST,HydroQual: Visual Analysis of River Water Quality,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042488
2583_4,VAST,HydroQual: Visual Analysis of River Water Quality,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042488
2584_1,VAST,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042489
2584_2,VAST,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042489
2584_4,VAST,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042489
2584_5,VAST,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042490
2584_7,InfoVis,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2015.2466971
2584_11,VAST,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/VAST.2014.7042489
2584_12,VAST,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2014.7042489
2585_0,VAST,BoundarySeer: Visual Analysis of 2D Boundary Changes,non-semantic,color-continuous,continuous,as tick,separate,http://dx.doi.org/10.1109/VAST.2014.7042490
2585_0,VAST,BoundarySeer: Visual Analysis of 2D Boundary Changes,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/VAST.2014.7042490
2585_4,InfoVis,BoundarySeer: Visual Analysis of 2D Boundary Changes,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2015.2467691
2586_15,VAST,YMCA - Your Mesh Comparison Application,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042491
2586_16,VAST,YMCA - Your Mesh Comparison Application,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2014.7042491
2588_0,VAST,Serendip: Topic Model-Driven Visual Exploration of Text Corpora,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2014.7042493
